

NRC Optimism--Pessimism Association Lexicon
(OPAL)
Version 0.1
1 June 2013
Copyright (C) 2011 National Research Council Canada (NRC)
Contact: Saif Mohammad (saif.mohammad@nrc-cnrc.gc.ca)

1. This copy of the NRC Optimism--Pessimism Association Lexicon is to
be used for research purposes only.  Please contact NRC if interested 
in a commercial license.

2. Do not redistribute the NRC Emotion Lexicon. Please refer
interested parties to Saif Mohammad (saif.mohammad@nrc-cnrc.gc.ca).

.......................................................................

OPAL
----
The OPAL is a list of terms and their associations with optimism and pessimism. 
The lexicon was created automatically from about 140,000 tweets that had
at least one of the following hashtags: #optimism, #optimistic, #pessimism,
and #pessimistic. It may be noted that close to 120,000 tweets pertained
to optimism and only 20,000 pertained to pessimism.

Positive scores indicate association with optimism, whereas negative scores
indicate association with pessimism. The terms with scores close to 0
(on either side) are realtively weak indicators of optimism--pessimism
and can be ignored in certain applications.

.......................................................................

The list below is for bigrams.

bigram	score	NumberOfTimesCooccuredWithOptimism	NumberOfTimesCooccuredWithPessimism
out of	-0.076	497	50
it '	-0.079	3215	325
when i	-0.079	436	44
wouldn '	-0.084	119	12
every situation	-0.086	50	5
which means	-0.086	50	5
this weather	-0.086	50	5
up ,	-0.087	148	15
that .	-0.087	148	15
so many	-0.089	138	14
it comes	-0.09	40	4
wants to	-0.09	40	4
of an	-0.09	40	4
ll take	-0.09	40	4
with all	-0.09	40	4
closer to	-0.091	167	17
hasn '	-0.092	79	8
do this	-0.092	118	12
what it	-0.095	69	7
might just	-0.097	30	3
through my	-0.097	30	3
me this	-0.097	30	3
start ,	-0.097	30	3
or two	-0.097	30	3
me for	-0.097	30	3
man city	-0.097	30	3
is there	-0.097	30	3
for someone	-0.097	30	3
plans for	-0.097	30	3
there '	-0.099	670	69
it all	-0.103	136	14
is the	-0.103	416	43
will go	-0.104	78	8
its gonna	-0.104	78	8
you think	-0.104	107	11
ll just	-0.106	49	5
in an	-0.106	49	5
more .	-0.106	49	5
back to	-0.111	250	26
time with	-0.112	20	2
new year	-0.112	240	25
whole new	-0.112	20	2
work with	-0.112	20	2
by then	-0.112	20	2
to our	-0.112	20	2
with life	-0.112	20	2
wait and	-0.112	20	2
classes .	-0.112	20	2
and work	-0.112	20	2
thinking about	-0.112	87	9
better today	-0.112	20	2
believe the	-0.112	20	2
is how	-0.112	20	2
phone call	-0.112	20	2
done and	-0.112	20	2
play the	-0.112	20	2
so my	-0.112	20	2
on their	-0.112	20	2
compared to	-0.112	20	2
with our	-0.112	20	2
by tomorrow	-0.112	20	2
take my	-0.112	20	2
good right	-0.112	20	2
come home	-0.112	20	2
where the	-0.112	20	2
some day	-0.112	20	2
love me	-0.112	20	2
is as	-0.112	20	2
whole day	-0.112	20	2
well in	-0.112	20	2
the real	-0.112	20	2
made my	-0.112	20	2
break is	-0.112	20	2
all goes	-0.112	20	2
ones .	-0.112	20	2
makes you	-0.115	39	4
you guys	-0.115	39	4
and no	-0.115	39	4
like its	-0.115	39	4
we were	-0.115	39	4
well today	-0.115	39	4
be the	-0.116	382	40
about a	-0.117	58	6
silver lining	-0.117	58	6
day closer	-0.117	77	8
it to	-0.118	153	16
but we	-0.118	115	12
turn out	-0.123	86	9
me the	-0.126	48	5
in all	-0.126	48	5
thought it	-0.126	48	5
so ,	-0.126	48	5
need to	-0.127	425	45
and that	-0.128	95	10
they will	-0.13	76	8
even the	-0.131	29	3
or you	-0.131	29	3
go down	-0.131	29	3
day is	-0.131	151	16
go and	-0.131	29	3
back into	-0.131	29	3
sleep and	-0.131	29	3
afraid of	-0.131	29	3
nothing can	-0.131	29	3
ve never	-0.131	29	3
good enough	-0.131	29	3
about .	-0.131	29	3
tonight is	-0.131	29	3
things and	-0.131	29	3
all this	-0.132	104	11
hope the	-0.132	104	11
long day	-0.134	57	6
half -	-0.134	57	6
take the	-0.134	57	6
it gets	-0.134	57	6
be so	-0.138	122	13
summer .	-0.139	66	7
its going	-0.139	66	7
as much	-0.139	66	7
senior year	-0.141	38	4
light at	-0.141	38	4
win it	-0.141	38	4
the game	-0.142	103	11
know it	-0.143	177	19
me to	-0.146	158	17
aren '	-0.146	121	13
cheer up	-0.147	47	5
mind .	-0.147	47	5
turns out	-0.147	47	5
this season	-0.149	93	10
all day	-0.151	102	11
to an	-0.152	56	6
than a	-0.152	56	6
you feel	-0.152	56	6
is what	-0.152	56	6
time when	-0.153	10	1
world has	-0.153	10	1
that really	-0.153	10	1
the plan	-0.153	10	1
come along	-0.153	10	1
positive that	-0.153	10	1
and already	-0.153	10	1
living .	-0.153	10	1
oh and	-0.153	10	1
feelin '	-0.153	10	1
long weekend	-0.153	10	1
you actually	-0.153	10	1
eventually ,	-0.153	10	1
over in	-0.153	10	1
of negativity	-0.153	10	1
room and	-0.153	10	1
chance that	-0.153	10	1
my days	-0.153	10	1
car wash	-0.153	10	1
make something	-0.153	10	1
this rate	-0.153	10	1
every year	-0.153	10	1
group of	-0.153	10	1
know but	-0.153	10	1
today at	-0.153	10	1
through ,	-0.153	10	1
is fun	-0.153	10	1
either see	-0.153	10	1
until it	-0.153	10	1
today &amp	-0.153	10	1
make 2013	-0.153	10	1
get .	-0.153	10	1
bro .	-0.153	10	1
times i	-0.153	10	1
possibly be	-0.153	10	1
in work	-0.153	10	1
of making	-0.153	10	1
an option	-0.153	10	1
just spent	-0.153	10	1
we both	-0.153	10	1
someone .	-0.153	10	1
and wait	-0.153	10	1
last ,	-0.153	10	1
again soon	-0.153	10	1
snow and	-0.153	10	1
on being	-0.153	10	1
opposed to	-0.153	10	1
seeing as	-0.153	10	1
ace this	-0.153	10	1
want me	-0.153	10	1
mistakes .	-0.153	10	1
couple more	-0.153	10	1
the pool	-0.153	10	1
plus ,	-0.153	10	1
team that	-0.153	10	1
you lost	-0.153	10	1
only been	-0.153	10	1
life because	-0.153	10	1
and run	-0.153	10	1
two .	-0.153	10	1
live the	-0.153	10	1
full day	-0.153	10	1
to drink	-0.153	10	1
finish .	-0.153	10	1
good with	-0.153	10	1
new and	-0.153	10	1
it had	-0.153	10	1
getting worse	-0.153	10	1
honestly say	-0.153	10	1
higher than	-0.153	10	1
three hours	-0.153	10	1
left the	-0.153	10	1
snow is	-0.153	10	1
do today	-0.153	10	1
one you	-0.153	10	1
pain is	-0.153	10	1
physics test	-0.153	10	1
games in	-0.153	10	1
is today	-0.153	10	1
about going	-0.153	10	1
end i	-0.153	10	1
happier than	-0.153	10	1
across the	-0.153	10	1
weekend was	-0.153	10	1
still gonna	-0.153	10	1
negative !	-0.153	10	1
for 8	-0.153	10	1
re so	-0.153	10	1
is slowly	-0.153	10	1
like if	-0.153	10	1
to her	-0.153	10	1
re good	-0.153	10	1
my favor	-0.153	10	1
see ,	-0.153	10	1
next summer	-0.153	10	1
very positive	-0.153	10	1
grad school	-0.153	10	1
of doing	-0.153	10	1
and even	-0.153	10	1
so cold	-0.153	10	1
prince charming	-0.153	10	1
an even	-0.153	10	1
bad about	-0.153	10	1
years time	-0.153	10	1
summer clothes	-0.153	10	1
my book	-0.153	10	1
are happy	-0.153	10	1
the early	-0.153	10	1
afternoon .	-0.153	10	1
are out	-0.153	10	1
these are	-0.153	10	1
week from	-0.153	10	1
ends .	-0.153	10	1
finals tomorrow	-0.153	10	1
am happy	-0.153	10	1
go the	-0.153	10	1
form of	-0.153	10	1
twice a	-0.153	10	1
crossing my	-0.153	10	1
follow back	-0.153	10	1
whatever happens	-0.153	10	1
hundred wishes	-0.153	10	1
early #optimistic	-0.153	10	1
process .	-0.153	10	1
that everyone	-0.153	10	1
they did	-0.153	10	1
it over	-0.153	10	1
it starts	-0.153	10	1
this far	-0.153	10	1
brings a	-0.153	10	1
feel about	-0.153	10	1
anything i	-0.153	10	1
if life	-0.153	10	1
started the	-0.153	10	1
chelsea ,	-0.153	10	1
today though	-0.153	10	1
of love	-0.153	10	1
see who	-0.153	10	1
this ?	-0.153	10	1
get 2	-0.153	10	1
in her	-0.153	10	1
in may	-0.153	10	1
since it	-0.153	10	1
something like	-0.153	10	1
smiling and	-0.153	10	1
kids .	-0.153	10	1
needs a	-0.153	10	1
bought my	-0.153	10	1
period .	-0.153	10	1
the bench	-0.153	10	1
means tomorrow	-0.153	10	1
missed the	-0.153	10	1
feeling very	-0.153	10	1
so close	-0.153	10	1
my twitter	-0.153	10	1
forever ,	-0.153	10	1
were in	-0.153	10	1
better year	-0.153	10	1
went from	-0.153	10	1
negativity .	-0.153	10	1
heart .	-0.153	10	1
for 4	-0.153	10	1
goodnight .	-0.153	10	1
best is	-0.153	10	1
do believe	-0.153	10	1
ll know	-0.153	10	1
did a	-0.153	10	1
our first	-0.153	10	1
follow .	-0.153	10	1
stuff ,	-0.153	10	1
but some	-0.153	10	1
for lunch	-0.153	10	1
think positively	-0.153	10	1
to going	-0.153	10	1
re doing	-0.153	10	1
him and	-0.153	10	1
possibilities .	-0.153	10	1
happening !	-0.153	10	1
me realize	-0.153	10	1
right around	-0.153	10	1
if anyone	-0.153	10	1
chem test	-0.153	10	1
young .	-0.153	10	1
everything has	-0.153	10	1
just me	-0.153	10	1
falling apart	-0.153	10	1
for is	-0.153	10	1
to -	-0.153	10	1
all to	-0.153	10	1
just saying	-0.153	10	1
hit by	-0.153	10	1
coming home	-0.153	10	1
of 3	-0.153	10	1
winning this	-0.153	10	1
fantastic .	-0.153	10	1
big win	-0.153	10	1
wow !	-0.153	10	1
tomorrow it	-0.153	10	1
on tonight	-0.153	10	1
even know	-0.153	10	1
takes a	-0.153	10	1
and over	-0.153	10	1
hmmm .	-0.153	10	1
we really	-0.153	10	1
only half	-0.153	10	1
makes me	-0.155	120	13
didn '	-0.156	413	45
all i	-0.157	138	15
of a	-0.158	348	38
tonight .	-0.159	229	25
so i	-0.162	374	41
yeah !	-0.163	19	2
means a	-0.163	19	2
of year	-0.163	19	2
find my	-0.163	19	2
is yet	-0.163	19	2
in their	-0.163	19	2
if things	-0.163	19	2
is knowing	-0.163	19	2
again tomorrow	-0.163	19	2
learn how	-0.163	19	2
can watch	-0.163	19	2
figure out	-0.163	19	2
actually a	-0.163	19	2
it down	-0.163	19	2
yourself .	-0.163	19	2
swear i	-0.163	19	2
sleep tonight	-0.163	19	2
then ?	-0.163	19	2
have got	-0.163	19	2
confident that	-0.163	19	2
the cold	-0.163	19	2
myself i	-0.163	19	2
van persie	-0.163	19	2
or so	-0.163	19	2
game in	-0.163	19	2
you that	-0.163	19	2
bitch .	-0.163	19	2
we know	-0.163	19	2
win by	-0.163	19	2
some time	-0.163	19	2
are about	-0.163	19	2
be home	-0.163	19	2
to god	-0.163	19	2
said it	-0.163	19	2
have just	-0.163	19	2
and enjoy	-0.163	19	2
see him	-0.163	19	2
know there	-0.163	19	2
and got	-0.163	19	2
bring you	-0.163	19	2
#life #optimistic	-0.163	19	2
be very	-0.163	19	2
more i	-0.163	19	2
not be	-0.164	128	14
the person	-0.166	28	3
be your	-0.166	28	3
now is	-0.166	28	3
months .	-0.166	28	3
moment when	-0.166	28	3
lol i	-0.166	28	3
an early	-0.166	28	3
next semester	-0.166	28	3
keep a	-0.166	28	3
like they	-0.166	28	3
have had	-0.166	28	3
bad thing	-0.166	28	3
on how	-0.166	28	3
to talk	-0.168	37	4
pick up	-0.168	37	4
who '	-0.169	46	5
plenty of	-0.169	46	5
you and	-0.169	46	5
back ,	-0.169	46	5
this could	-0.169	46	5
might not	-0.169	46	5
go right	-0.169	46	5
but they	-0.169	46	5
im going	-0.17	55	6
the things	-0.17	64	7
and see	-0.17	64	7
up with	-0.171	100	11
at this	-0.171	91	10
ll see	-0.171	91	10
such a	-0.176	270	30
me .	-0.177	449	50
this is	-0.179	466	52
at the	-0.18	671	75
you '	-0.18	957	107
that tomorrow	-0.184	72	8
good for	-0.186	63	7
me :	-0.186	63	7
come out	-0.186	63	7
when you	-0.187	356	40
good at	-0.188	54	6
to change	-0.191	98	11
this exam	-0.191	45	5
up on	-0.191	98	11
now and	-0.191	45	5
how this	-0.191	45	5
this one	-0.195	80	9
make up	-0.195	36	4
ll do	-0.195	36	4
we had	-0.195	36	4
happy new	-0.195	36	4
in everything	-0.195	36	4
life is	-0.196	388	44
and my	-0.196	124	14
the league	-0.198	71	8
know that	-0.198	71	8
time i	-0.2	141	16
sad .	-0.202	27	3
the last	-0.202	237	27
how the	-0.202	27	3
monday ,	-0.202	27	3
happy i	-0.202	27	3
this means	-0.202	27	3
rain ,	-0.202	27	3
give it	-0.202	62	7
every morning	-0.202	27	3
so that	-0.202	62	7
over with	-0.202	27	3
team .	-0.202	27	3
everyone else	-0.202	27	3
everything '	-0.202	27	3
the power	-0.202	27	3
know i	-0.204	123	14
but ,	-0.207	53	6
there is	-0.207	314	36
day will	-0.207	53	6
gunna be	-0.207	53	6
if he	-0.207	53	6
and just	-0.207	53	6
of the	-0.209	1277	147
of what	-0.212	70	8
as bad	-0.212	70	8
kind of	-0.212	122	14
worst ,	-0.213	44	5
man .	-0.213	44	5
to hear	-0.213	44	5
he can	-0.213	44	5
is all	-0.213	44	5
that the	-0.214	139	16
about it	-0.214	139	16
we get	-0.215	113	13
that is	-0.215	113	13
cry .	-0.217	18	2
means we	-0.217	18	2
have nothing	-0.217	18	2
back for	-0.217	18	2
when all	-0.217	18	2
at 11	-0.217	18	2
so he	-0.217	18	2
time of	-0.217	18	2
just makes	-0.217	18	2
you up	-0.217	18	2
to kick	-0.217	18	2
to always	-0.217	18	2
sometimes ,	-0.217	18	2
but all	-0.217	18	2
about 2013	-0.217	18	2
people and	-0.217	18	2
10 years	-0.217	18	2
cold ,	-0.217	18	2
week ?	-0.217	18	2
how they	-0.217	18	2
going out	-0.217	18	2
my body	-0.217	18	2
the half	-0.217	18	2
monday morning	-0.217	18	2
fast .	-0.217	18	2
it at	-0.217	18	2
on valentines	-0.217	18	2
say .	-0.217	18	2
ha !	-0.217	18	2
words of	-0.217	18	2
them all	-0.217	18	2
not yet	-0.217	18	2
too :	-0.217	18	2
never get	-0.217	18	2
tomorrow so	-0.217	18	2
weeks ,	-0.217	18	2
than my	-0.217	18	2
ll always	-0.217	18	2
than what	-0.217	18	2
the match	-0.217	18	2
today could	-0.217	18	2
are only	-0.217	18	2
over yet	-0.217	18	2
for bed	-0.217	18	2
haha .	-0.218	61	7
end of	-0.219	293	34
just a	-0.22	164	19
yeah ,	-0.221	78	9
of those	-0.221	78	9
have been	-0.222	155	18
my room	-0.223	35	4
positive about	-0.223	35	4
get an	-0.223	35	4
win today	-0.223	35	4
way you	-0.223	35	4
someone who	-0.223	35	4
something .	-0.223	35	4
people .	-0.224	112	13
while i	-0.226	52	6
if it	-0.227	197	23
about my	-0.227	69	8
go .	-0.228	86	10
how i	-0.228	103	12
see how	-0.229	154	18
and not	-0.233	111	13
though ,	-0.235	60	7
bad ,	-0.235	60	7
do ,	-0.236	43	5
to write	-0.236	43	5
all these	-0.236	43	5
weeks .	-0.236	43	5
when they	-0.236	43	5
chance .	-0.236	43	5
which is	-0.236	43	5
we will	-0.238	220	26
win .	-0.239	85	10
that he	-0.24	26	3
hard .	-0.24	26	3
is out	-0.24	26	3
think my	-0.24	26	3
semester is	-0.24	26	3
feeling .	-0.24	26	3
school year	-0.24	26	3
2013 has	-0.24	26	3
of hope	-0.24	26	3
yet !	-0.24	26	3
and so	-0.24	26	3
2013 ,	-0.24	26	3
is for	-0.24	26	3
to that	-0.24	26	3
it would	-0.242	110	13
out to	-0.244	93	11
think we	-0.244	93	11
some of	-0.244	93	11
to spend	-0.245	51	6
again ,	-0.245	51	6
seems like	-0.245	51	6
think that	-0.247	76	9
game .	-0.251	84	10
no reason	-0.252	34	4
happens .	-0.252	34	4
in ,	-0.252	34	4
this point	-0.252	34	4
think i	-0.255	266	32
world .	-0.255	92	11
we '	-0.259	769	93
look like	-0.26	42	5
would be	-0.261	281	34
haven '	-0.263	190	23
off .	-0.263	83	10
to go	-0.264	535	65
with no	-0.265	50	6
my dad	-0.268	58	7
high school	-0.268	58	7
it is	-0.268	320	39
my mom	-0.268	58	7
looking at	-0.269	107	13
is not	-0.269	148	18
it .	-0.269	663	81
is about	-0.271	66	8
if i	-0.271	531	65
that '	-0.272	645	79
in about	-0.273	17	2
self -	-0.273	17	2
tell myself	-0.273	17	2
you wake	-0.273	17	2
not just	-0.273	17	2
corner .	-0.273	17	2
hour and	-0.273	17	2
well you	-0.273	17	2
on tuesday	-0.273	17	2
over my	-0.273	17	2
doing my	-0.273	17	2
well :	-0.273	17	2
me luck	-0.273	17	2
in three	-0.273	17	2
started out	-0.273	17	2
could go	-0.273	74	9
this all	-0.273	17	2
am not	-0.273	17	2
other than	-0.273	17	2
either .	-0.273	17	2
by my	-0.273	17	2
for two	-0.273	17	2
much of	-0.273	17	2
game and	-0.273	17	2
hours ,	-0.273	17	2
changes .	-0.273	17	2
day this	-0.273	17	2
from there	-0.273	17	2
just realized	-0.273	17	2
miss the	-0.273	17	2
whole lot	-0.273	17	2
nothing like	-0.273	17	2
more people	-0.273	17	2
state of	-0.273	17	2
sunday .	-0.273	17	2
re the	-0.273	17	2
shit !	-0.273	17	2
going with	-0.273	17	2
to one	-0.273	17	2
gonna work	-0.273	17	2
my little	-0.273	17	2
that make	-0.273	17	2
away with	-0.273	17	2
mood ,	-0.273	17	2
about to	-0.274	196	24
part of	-0.275	82	10
off in	-0.279	25	3
for our	-0.279	25	3
more time	-0.279	25	3
that feeling	-0.279	25	3
hard ,	-0.279	25	3
is more	-0.279	25	3
to break	-0.279	25	3
the school	-0.279	25	3
next month	-0.279	25	3
to show	-0.279	25	3
we only	-0.279	25	3
is gunna	-0.279	25	3
them in	-0.279	25	3
things turn	-0.279	25	3
wanna be	-0.279	25	3
put it	-0.279	25	3
like me	-0.279	25	3
awesome !	-0.279	25	3
of rain	-0.279	25	3
no .	-0.282	33	4
as if	-0.282	33	4
then we	-0.282	33	4
days and	-0.282	33	4
early .	-0.282	33	4
you still	-0.282	33	4
with your	-0.282	33	4
thing is	-0.282	33	4
will only	-0.282	33	4
all the	-0.283	436	54
school ,	-0.284	41	5
rain .	-0.284	41	5
in that	-0.284	41	5
week of	-0.285	49	6
that could	-0.285	49	6
to give	-0.286	57	7
the beginning	-0.286	57	7
re not	-0.286	65	8
the people	-0.287	81	10
sleep .	-0.287	73	9
end .	-0.288	105	13
the season	-0.288	113	14
she '	-0.288	97	12
take a	-0.288	97	12
you don	-0.289	145	18
you are	-0.289	193	24
right now	-0.293	328	41
only have	-0.301	72	9
but its	-0.302	64	8
in one	-0.305	48	6
he '	-0.306	245	31
the most	-0.308	158	20
want a	-0.308	40	5
fall apart	-0.308	40	5
tonight ,	-0.309	95	12
as the	-0.309	95	12
the only	-0.31	244	31
just to	-0.313	32	4
during the	-0.313	32	4
the back	-0.313	32	4
through .	-0.313	32	4
test tomorrow	-0.313	32	4
hit the	-0.313	32	4
never have	-0.313	32	4
be positive	-0.315	71	9
2013 .	-0.318	63	8
was the	-0.318	63	8
it just	-0.318	63	8
with some	-0.32	24	3
the football	-0.32	24	3
doing it	-0.32	24	3
something i	-0.32	24	3
what are	-0.32	24	3
weekend is	-0.32	24	3
and one	-0.32	24	3
out tomorrow	-0.32	24	3
last minute	-0.32	24	3
you ?	-0.32	24	3
just make	-0.32	24	3
of 2013	-0.32	24	3
lost .	-0.32	24	3
going to	-0.321	2539	327
everything is	-0.322	86	11
be like	-0.326	47	6
deal with	-0.326	47	6
it goes	-0.326	47	6
gives me	-0.326	47	6
that i	-0.328	579	75
go back	-0.329	70	9
is going	-0.329	848	110
but then	-0.329	70	9
and i	-0.33	778	101
good mood	-0.331	116	15
not to	-0.331	116	15
nothing will	-0.334	16	2
how bad	-0.334	39	5
but .	-0.334	16	2
will definitely	-0.334	16	2
actually really	-0.334	16	2
the direction	-0.334	16	2
hope is	-0.334	16	2
brings me	-0.334	16	2
nervous for	-0.334	16	2
came out	-0.334	16	2
things ,	-0.334	39	5
do that	-0.334	16	2
it into	-0.334	16	2
my faith	-0.334	16	2
luck to	-0.334	16	2
only means	-0.334	16	2
middle of	-0.334	16	2
will end	-0.334	39	5
they make	-0.334	16	2
are ,	-0.334	16	2
to actually	-0.334	16	2
be some	-0.334	16	2
worse ,	-0.334	39	5
like that	-0.334	62	8
did you	-0.334	16	2
really is	-0.334	16	2
both of	-0.334	16	2
to last	-0.334	16	2
should get	-0.334	16	2
like the	-0.334	108	14
still ,	-0.334	16	2
me hope	-0.334	16	2
the type	-0.334	16	2
play .	-0.334	16	2
idea .	-0.334	16	2
your attitude	-0.334	16	2
make them	-0.334	16	2
move to	-0.334	16	2
could win	-0.334	16	2
free .	-0.334	16	2
girl who	-0.334	16	2
west ham	-0.334	39	5
on them	-0.334	16	2
it be	-0.334	39	5
can .	-0.334	16	2
win for	-0.334	16	2
sure if	-0.334	16	2
bed and	-0.334	16	2
be as	-0.34	54	7
them .	-0.341	92	12
to think	-0.341	130	17
in this	-0.343	145	19
with you	-0.343	69	9
will do	-0.343	69	9
sick .	-0.344	31	4
weekend ,	-0.344	31	4
due to	-0.344	31	4
news .	-0.344	31	4
after this	-0.344	31	4
happy about	-0.344	31	4
attitude .	-0.344	31	4
or i	-0.344	31	4
me today	-0.344	31	4
that we	-0.345	84	11
see a	-0.345	84	11
the glass	-0.347	205	27
think you	-0.348	46	6
to it	-0.35	61	8
you .	-0.351	174	23
when we	-0.357	83	11
because it	-0.357	83	11
in .	-0.358	68	9
it ?	-0.358	53	7
year '	-0.36	38	5
the final	-0.36	38	5
this ,	-0.36	38	5
people can	-0.362	23	3
chances of	-0.362	23	3
day back	-0.362	23	3
the reason	-0.362	23	3
still think	-0.362	23	3
have in	-0.362	23	3
and getting	-0.362	23	3
the life	-0.362	23	3
the test	-0.362	23	3
to tomorrow	-0.362	23	3
me at	-0.362	23	3
wow ,	-0.362	23	3
as fuck	-0.362	23	3
god ,	-0.362	23	3
whenever i	-0.362	23	3
leads to	-0.362	23	3
to school	-0.363	90	12
supposed to	-0.364	75	10
ill be	-0.364	75	10
world ends	-0.366	60	8
or a	-0.366	60	8
before the	-0.369	82	11
much as	-0.37	45	6
not that	-0.37	45	6
as we	-0.37	45	6
we could	-0.373	67	9
me ,	-0.373	148	20
if the	-0.376	199	27
went to	-0.377	30	4
on our	-0.377	30	4
on twitter	-0.377	30	4
it doesn	-0.377	52	7
my parents	-0.377	30	4
my dreams	-0.377	30	4
thing that	-0.377	52	7
time in	-0.377	52	7
ll go	-0.377	30	4
back at	-0.377	30	4
type of	-0.377	30	4
things that	-0.382	81	11
back and	-0.383	59	8
that things	-0.386	37	5
make me	-0.386	117	16
yet to	-0.386	37	5
or half	-0.386	37	5
not have	-0.386	37	5
know how	-0.388	66	9
you do	-0.388	66	9
again .	-0.389	153	21
time ,	-0.391	73	10
beginning of	-0.392	44	6
year of	-0.392	44	6
&lt ;	-0.394	275	38
now .	-0.395	253	35
get my	-0.395	116	16
up .	-0.396	260	36
or not	-0.397	51	7
think this	-0.397	51	7
one .	-0.397	159	22
non -	-0.398	15	2
person to	-0.398	15	2
my bad	-0.398	15	2
it or	-0.398	15	2
possibility of	-0.398	15	2
you so	-0.398	15	2
expected .	-0.398	15	2
maybe ill	-0.398	15	2
are over	-0.398	15	2
no where	-0.398	15	2
be coming	-0.398	15	2
#truth #optimism	-0.398	15	2
and every	-0.398	15	2
christmas and	-0.398	15	2
willing to	-0.398	15	2
and positive	-0.398	15	2
sure of	-0.398	15	2
would just	-0.398	15	2
more fun	-0.398	15	2
probably the	-0.398	15	2
so what	-0.398	15	2
feeling 2013	-0.398	15	2
all gonna	-0.398	15	2
could not	-0.398	15	2
myself with	-0.398	15	2
are to	-0.398	15	2
however ,	-0.398	15	2
he could	-0.398	15	2
it already	-0.398	15	2
for his	-0.398	15	2
or just	-0.398	15	2
my schedule	-0.398	15	2
days have	-0.398	15	2
bad times	-0.398	15	2
world cup	-0.398	15	2
and live	-0.398	15	2
rain is	-0.398	15	2
is very	-0.398	15	2
the third	-0.398	15	2
said i	-0.398	15	2
the bullshit	-0.398	15	2
friends ,	-0.398	15	2
is when	-0.398	15	2
christmas ,	-0.398	15	2
my summer	-0.398	15	2
back of	-0.398	15	2
start off	-0.398	15	2
the class	-0.398	15	2
good ?	-0.398	15	2
going into	-0.398	15	2
this break	-0.398	15	2
hard to	-0.405	72	10
dead .	-0.406	22	3
bad and	-0.406	22	3
for no	-0.406	22	3
they could	-0.406	22	3
sucks ,	-0.406	22	3
getting up	-0.406	22	3
comes out	-0.406	22	3
and take	-0.406	22	3
12 hours	-0.406	22	3
feeling it	-0.406	22	3
first .	-0.406	22	3
go away	-0.406	22	3
is pretty	-0.406	22	3
go with	-0.406	22	3
focusing on	-0.406	22	3
is full	-0.406	22	3
sure the	-0.406	22	3
thanks to	-0.406	22	3
it lasts	-0.406	22	3
to reach	-0.406	22	3
house .	-0.406	22	3
better ?	-0.406	22	3
myself ,	-0.406	22	3
to me	-0.409	214	30
about life	-0.411	29	4
each other	-0.411	29	4
is now	-0.411	29	4
want it	-0.411	29	4
the feeling	-0.413	36	5
side to	-0.413	36	5
find something	-0.413	36	5
start a	-0.413	36	5
right ,	-0.413	36	5
two weeks	-0.413	36	5
then .	-0.413	36	5
because you	-0.413	36	5
day off	-0.415	43	6
my heart	-0.417	50	7
and they	-0.417	50	7
about the	-0.418	212	30
is gonna	-0.418	388	55
so happy	-0.419	78	11
to this	-0.419	78	11
how much	-0.42	85	12
couldn '	-0.42	92	13
but the	-0.43	105	15
much more	-0.437	49	7
stop being	-0.437	49	7
all over	-0.437	49	7
im not	-0.437	49	7
my friends	-0.439	42	6
like you	-0.439	42	6
mood today	-0.439	42	6
then again	-0.439	42	6
not ,	-0.439	42	6
gonna do	-0.442	35	5
class .	-0.442	35	5
be really	-0.442	35	5
no ,	-0.442	35	5
that a	-0.442	35	5
and tomorrow	-0.442	35	5
only one	-0.444	83	12
find the	-0.445	76	11
positive things	-0.446	28	4
school is	-0.446	28	4
this afternoon	-0.446	28	4
the thought	-0.446	28	4
feeling that	-0.449	103	15
bad .	-0.449	144	21
so good	-0.45	62	9
can '	-0.45	1079	158
things aren	-0.453	21	3
not over	-0.453	21	3
than this	-0.453	21	3
mood .	-0.453	55	8
luck .	-0.453	21	3
people say	-0.453	21	3
the ball	-0.453	21	3
the play	-0.453	21	3
lol !	-0.453	21	3
me how	-0.453	21	3
this happy	-0.453	21	3
my exams	-0.453	21	3
through a	-0.453	21	3
end the	-0.453	21	3
but just	-0.453	21	3
worse !	-0.453	21	3
paper .	-0.453	21	3
the holidays	-0.453	21	3
that ?	-0.453	21	3
guys .	-0.453	21	3
waiting on	-0.453	21	3
away .	-0.453	55	8
enjoy it	-0.453	21	3
ll come	-0.453	21	3
also ,	-0.453	21	3
is too	-0.457	48	7
too .	-0.457	109	16
sure it	-0.457	48	7
tomorrow and	-0.462	68	10
there .	-0.462	68	10
to enjoy	-0.463	41	6
end up	-0.465	88	13
so true	-0.466	14	2
care if	-0.466	14	2
good run	-0.466	14	2
must have	-0.466	14	2
picking up	-0.466	14	2
team ,	-0.466	14	2
just finished	-0.466	14	2
in school	-0.466	14	2
stop complaining	-0.466	14	2
figured out	-0.466	14	2
too far	-0.466	14	2
all a	-0.466	14	2
think so	-0.466	14	2
class !	-0.466	14	2
probably a	-0.466	14	2
just love	-0.466	14	2
news :	-0.466	14	2
good chance	-0.466	14	2
set up	-0.466	14	2
think a	-0.466	14	2
into something	-0.466	14	2
home for	-0.466	14	2
the bottom	-0.466	14	2
they need	-0.466	14	2
then its	-0.466	14	2
oh no	-0.466	14	2
still can	-0.466	14	2
way back	-0.466	14	2
the line	-0.466	14	2
today isn	-0.466	14	2
is here	-0.466	14	2
like 2	-0.466	14	2
say you	-0.466	14	2
somewhere .	-0.466	14	2
